category,question,answer
LAYANAN,Apa yang harus saya lakukan jika proses scan e-KTP selalu tidak berhasil?,"Pastikan E-KTP Anda berada di dalam kotak yang tersedia dan dalam kondisi yang baik. Hal-hal yang dapat menyebabkan kegagalan proses scan e-KTP adalah e-KTP tidak berada di dalam kotak, cahaya flash yang terlalu terang dan foto yang buram. Jika masih belum berhasil, Anda dapat menghubungi Allo Care kami untuk melakukan laporan melalui:
Telepon: 080 4110 4110
Email: allocare@allobank.com"
LAYANAN,"Saya mengalami masalah saat mengisi form aplikasi, padahal saya sudah menggunakan jaringan WIFI. Bagaimana cara mengatasinya?","Pastikan WiFi Anda memiliki koneksi internet. Jika masih belum bisa, Anda dapat mencoba untuk menggunakan jaringan internet lainnya."
LAYANAN,"Mengapa saya mendapatkan pesan bahwa proses upgrade akun saya tidak berhasil, padahal saya belum memulai prosesnya?",Anda dapat mencoba untuk membuka ulang aplikasi dan mencoba untuk melakukan upgrade akun kembali. Anda dapat mencoba untuk membuka ulang aplikasi dan mencoba untuk melakukan upgrade akun kembali.
LAYANAN,Apakah saya dapat upgrade akun ke Allo Prime secara gratis?,"Ya, Anda dapat melakukan upgrade akun Allo Bank Anda ke Allo Prime secara gratis."
LAYANAN,Apakah saya dapat upgrade akun ke Allo Prime lebih dari sekali?,"Tidak, proses upgrade akun ke Allo Prime hanya dapat dilakukan satu kali untuk setiap akunnya."
LAYANAN,Apakah ada syarat dan ketentuan untuk upgrade akun ke Allo Prime?,"Anda harus melalui proses autentikasi yang meliputi dua proses utama, yaitu scan KTP (kartu identitas) & verifikasi wajah/liveness. Anda juga harus mengisi form online dan menyetujui syarat & ketentuan."
LAYANAN,Apakah ada batas waktu dan saldo untuk upgrade akun ke Allo Prime?,Tidak ada batas waktu dan saldo untuk melakukan upgrade akun ke Allo Prime.
LAYANAN,Bagaimana saya tahu bahwa akun saya sudah Allo Prime?,Cara paling mudah adalah Anda dapat melihat warna kartu yang muncul dalam Halaman Beranda aplikasi Allo Bank. Apabila warna kartu berwarna hitam maka akun Anda sudah upgrade ke Allo Prime.
LAYANAN,Apakah saya dapat downgrade akun ke Allo Pay/Allo Pay +?,"Setelah upgrade ke Allo Prime, Anda tidak bisa lagi melakukan downgrade akun ke fitur Allo Pay maupun Allo Pay+. Dengan Allo Prime, Anda bisa menikmati melakukan berbagai transaksi dan mendapatkan benefit lainnya."
LAYANAN,Apa itu Allo PayLater?,Allo PayLater adalah produk pinjaman individu tanpa agunan yang dapat digunakan di merchant dengan metode transaksi menggunakan pembayaran QRIS. Pelunasan dapat Anda lakukan di kemudian hari sesuai dengan pilihan jangka waktu 1/3/6/12 bulan yang telah Anda pilih.
LAYANAN,Apa saja syarat dan dokumen yang harus dimiliki untuk membuat akun Allo PayLater?,Syaratnya adalah Anda merupakan Warga Negara Indonesia yang sudah memiliki e-KTP dan NPWP
LAYANAN,Bagaimana cara untuk mengajukan Allo PayLater di aplikasi Allo Bank?,"Anda dapat mengetuk tombol ""Ajukan"" pada banner Allo PayLater di halaman depan aplikasi Allo Bank."
LAYANAN,Bagaimana cara untuk periksa limit Allo PayLater saya di aplikasi Allo Bank?,"Untuk melakukan pengeperiksakan limit Allo PayLater, Anda dapat mengikuti langkah berikut :

1. Pertama, Anda perlu login pada aplikasi Allo Bank
2. Kemudian tekan tombol ""Allo PayLater"" pada halaman beranda aplikasi Allo bank
3. Setelah Anda masuk ke halaman Allo PayLater Anda menemukan informasi ""Dana Tersedia"". Dana Tersedia adalah sisa limit Allo PayLater yang dapat Anda gunakan
4. Untuk melakukan pengeperiksakan total limit, Anda dapat melihat pada bagian bawah halaman Allo PayLater yang bertuliskan ""Total Limit"" yang Anda miliki."
LAYANAN,Apakah limit pinjaman bisa ditingkatkan?,"Anda dapat meningkatkan limit pinjaman dan mendapatkan penawaran limit menarik lainnya yang diberikan oleh Allo Bank dengan cara menjaga kredibilitas pinjaman, seperti melakukan pembayaran tepat waktu."
LAYANAN,Bagaimana cara melihat tagihan & riwayat transaksi Allo PayLater?,"Untuk melakukan pengeperiksakan tagihan & riwayat transaksi Allo PayLater, Anda dapat mengikuti langkah berikut :

1. Pertama, Anda perlu login pada aplikasi Allo Bank
2. Kemudian tekan tombol ""Allo PayLater"" pada halaman beranda aplikasi Allo Bank
3. Tekan tombol ""Riwayat Transaksi"" pada pojok kanan atas halaman
4. Anda dapat menemukan daftar riwayat transaksi Anda."
LAYANAN,Bagaimana cara membayar cicilan Allo PayLater saya?,"Anda dapat melakukan pembayaran Allo Paylater setiap tanggal 1 di awal bulan,
dengan langkah berikut :

1. Pertama, Anda perlu login pada aplikasi Allo Bank
2. Kemudian tekan tombol ""Allo PayLater"" pada halaman beranda aplikasi Allo Bank
3. Tekan tombol ""Siklus Tagihan"" untuk membayar tagihan PayLater Anda.
4. Kemudian tekan tombol ""Lunasi Sekarang""
5. Lalu masukkan jumlah nominal yang akan Anda bayar
6. Masukan PIN transaksi Anda
7. Pembayaran Anda akan diproses"
LAYANAN,Bagaimana cara melunasi cicilan Allo PayLater yang sedang berjalan?,"Untuk pelunasan cicilan Allo PayLater, Anda dapat mengikuti langkah berikut:

1. Tekan tombol ""Siklus Tagihan""
2. Pilih transaksi PayLater yang mau Anda lunasi, lalu pilih tombol ""Lunasi Sekarang"""
LAYANAN,Mengapa saya tidak mendapatkan email verifikasi ketika mengajukan penggunaan PayLater?,"Jika Anda tidak dapat melakukan verifikasi email, Anda masih dapat melakukan verifikasi email di hari selanjutnya."
LAYANAN,Mengapa sistem selalu error ketika saya ingin melakukan pembayaran PayLater?,"Kami meminta maaf atas ketidaknyaman ini, tapi jangan khawatir Anda dapat mencoba lagi dengan cara:
1. Keluar dari aplikasi Allo Bank
2. Login kembali dan kembali tekan banner Allo PayLater pada beranda aplikasi Allo Bank"
LAYANAN,Bagaimana caranya jika saya ingin membatalkan pengajuan?,"Setelah Anda mengkonfirmasi persetujuan pengajuan pada proses peninjauan akhir pinjaman, Anda sudah tidak dapat membatalkan pengajuan.

Namun, Anda dapat melakukan pelunasan lebih cepat daripada tanggal jatuh tempo yang ditentukan."
LAYANAN,Apa saja keuntungan menggunakan Allo PayLater?,Anda dapat melakukan pembayaran diamana pun dengan menggunakan Allo PayLater dengan tenor sampai dengan 12 bulan
LAYANAN,Berapa besar limit pinjaman yang dapat diberikan oleh Allo PayLater?,"Saat ini, Allo Bank menawarkan pinjaman maksimal hingga Rp100.000.000,-"
LAYANAN,Bagaimana cara untuk mengetahui status persetujuan pinjaman saya?,Anda akan mendapatkan SMS notifikasi jika pengajuan pinjaman mu disetujui
LAYANAN,"Setelah pengajuan mendapatkan persetujuan, apakah pinjaman dapat langsung digunakan?",Dana pinjaman PayLater dapat langsung digunakan setelah dicairkan ke akun Allo Prime yang terhubung dengan pinjaman PayLater Allo Bank.
LAYANAN,Apa yang terjadi jika saya belum membayar tagihan setelah jatuh tempo?,"Apabila Anda belum membayar tagihan setelah melewati tanggal jatuh tempo, Anda akan dikenakan Biaya Keterlambatan sebesar 0.30% (per hari) dari Pinjaman Pokok tersebut."
LAYANAN,Berapa lama pengajuan pinjaman saya diproses?,"Proses pengajuan pinjaman Anda akan segera kami proses, Anda akan mendapatkan notifikasi jika pengajuan diterima dan dana akan di transfer ke Saldo Allo Prime Anda"
LAYANAN,Bagaimana cara untuk melihat tanggal jatuh tempo pinjaman?,"Setiap tanggal satu setiap bulan, Anda dapat melihat tagihan PayLater Anda."
LAYANAN,"Jika tanggal jatuh tempo jatuh pada hari libur, apakah pembayaran tetap bisa dilakukan?","Ya, Anda tetap bisa melakukan pembayaran meskipun tanggal jatuh tempo jatuh pada hari libur."
LAYANAN,Apakah saya akan mendapatkan notifikasi pada saat mendekati tanggal jatuh tempo?,Anda akan mendapatkan notifikasi sejak H-1 dan H-3 sebelum tagihan Anda jatuh tempo melalui Whatsapp dan Email yang terdaftar.
LAYANAN,Apakah saya dapat mengajukan lebih dari 1 (satu) pinjaman?,"Ya, Anda dapat melakukan pengajuan lebih dari 1 (satu) pinjaman selama Limit PayLater Anda tersedia"
LAYANAN,Bagaimana cara untuk melakukan penutupan Allo PayLater saya?,"Anda bisa terlebih dahulu memastikan tidak ada outstanding atau semua tagihan Anda sudah dibayar. Setelah itu, Anda dapat menutup akun PayLater dengan cara menghubungi Allo Care melalui:
Telepon: 080 4110 4110
Email: allocare@allobank.com"
LAYANAN,Apa saja biaya yang dikenakan saat menggunakan PayLater?,"Saat transaksi menggunakan PayLater, Anda akan dikenakan biaya:
1. Biaya Admin, dibayarkan setiap bulan sesuai dengan tenor yang dipilih
2. Biaya Layanan, ditagihkan di bulan pertama"
LAYANAN,Apa itu Allo Grow?,Allo Grow adalah produk tabungan baru dari Allo Bank yang dirancang dengan fleksibilitas jangka waktu dan tingkat suku bunga yang berjenjang.
LAYANAN,Apa keuntungan menabung di Allo Grow?,"Dengan menyimpan uang di Allo Grow, Anda bisa mendapatkan keuntungan besar dengan modal mulai dari Rp500.000,- dan bebas memilih jangka waktu dan tingkat suku bunga yang sesuai dengan keinginan Anda."
LAYANAN,Apakah Allo Grow dijamin oleh LPS?,"Seluruh dana yang Anda tempatkan di Bank yang melebihi maksimum nilai simpanan dan/atau tingkat suku bunga yang dijamin LPS, tidak termasuk dalam program LPS.


Informasi lebih lanjut mengenai bunga Allo Bank dan nilai penjaminan LPS dapat dibaca di halaman berikut:
https://www.allobank.com/rate-limit-fees"
LAYANAN,Apakah syarat dan ketentuan membuka tabungan Allo Grow?,"Untuk persyaratan pembukaan tabungan Allo Grow Anda hanya perlu memperbarui akun Allo Bank ke Allo Prime terlebih dahulu. Kemudian, Anda juga perlu tahu bahwa:

1. Anda dapat melakukan pembukaan tabungan Allo Grow maksimal sebanyak 20 (dua puluh) akun dalam satu periode yang sama.
2. Batas akumulasi saldo Allo Grow adalah Rp5.000.000.000 dalam satu periode yang sama."
LAYANAN,Bagaimana cara membuka tabungan dan menambahkan dana ke Allo Grow?,"Untuk melakukan pembukaan tabungan dan penambahan dana ke Allo Grow, Anda dapat mengikuti langkah berikut:
1. Pertama, Anda perlu log in ke dalam aplikasi Allo Bank
2. Ketuk tombol ""Tabungan"" yang ada pada halaman Beranda
3. Kemudian ketuk tombol ""Buka Tabungan""
4. Masukkan Nominal Pembukaan
5. Masukkan nama tabungan Allo Grow yang diinginkan (Optional)
6. Ketuk tombol ""Lanjutkan""
7. Lalu ketuk tombol ""Konfirmasi"" untuk detail pembukaan tabungan Allo Grow
8. Pastikan Anda telah membaca, mengerti dan menyetujui terhadap Syarat dan Ketentuan pembukaan tabungan Allo Grow
9. Masukkan PIN Anda
10. Jika pembukaan tabungan Allo Grow berhasil, maka Anda akan menerima bukti pembukaan yang disampaikan melalui e-mail dan aplikasi Allo Bank."
LAYANAN,Bagaimana penghitungan bunga Allo Grow?,Anda dapat melihat detail suku bunga Allo Grow di https://www.allobank.com/products
LAYANAN,Berapa lama saya harus menunggu untuk mencairkan dana Allo Grow?,Anda bisa mencairkan dana di Allo Grow kapanpun dan memindahkannya ke saldo Allo Prime.
LAYANAN,Apa perbedaan Allo Prime dengan Allo Grow?,"Allo Prime adalah rekening yang bisa Anda gunakan untuk transaksi dari/ke bank lain ataupun sesama akun Allo Bank.
Sedangkan Allo Grow adalah rekening tabungan yang dananya hanya bisa dipindahkan dari/ke Allo Prime."
LAYANAN,What is the difference between Allo Prime and Allo Grow?,"Allo Prime is an account that you can use for transactions from/to other banks or fellow Allo Bank accounts.
Meanwhile, Allo Grow is a savings account where funds can only be transferred from/to Allo Prime."
LAYANAN,Berapa biaya yang dikenakan untuk menyimpan uang di Allo Grow?,Tidak ada biaya administrasi kepada Nasabah untuk penyimpanan uang di Allo Grow.
LAYANAN,How much does it cost to save money in the Allo Grow?,There are no administration fees to customers for saving money at Allo Grow.
LAYANAN,How much does it cost to save money in the Allo Grow?,There are no administration fees to customers for saving money at Allo Grow.
LAYANAN,Apakah ada minimal saldo untuk menyimpan uang di Allo Grow?,"Ya, Anda bisa menyimpan uang di Allo Grow mulai dari Rp500.000,-."
LAYANAN,Is there a minimum balance to save money in Allo Grow?,"Yes, you can save money at Allo Grow starting from IDR 500,000."
LAYANAN,Bagaimana cara menarik dana yang saya simpan di Allo Grow?,"Anda bisa membuka fitur Tabungan dalam aplikasi Allo Bank -> Tekan ""Lihat Detail"" pada salah satu tabungan yang Anda simpan ->
Tekan tombol ""Cairkan Tabungan"".

Dana Allo Grow akan secara otomatis berpindah ke saldo Allo Prime Anda."
LAYANAN,Apakah ada fitur simulasi penyimpanan uang di Allo Grow?,"Ya, tersedia fitur simulasi Tabungan & Bunga yang bisa Anda gunakan di aplikasi Allo Bank."
LAYANAN,Apakah saya bisa menambahkan dana dalam tabungan yang sebelumnya telah saya simpan di Allo Grow?,"Mohon maaf, saat ini Anda belum bisa menambahkan dana dalam tabungan yang sudah dibuat sebelumnya di Allo Grow."
LAYANAN,Can I add funds to the savings that I had previously saved in Allo Grow?,"Sorry, currently you are not able to add funds to savings that have been previously created in Allo Grow."
LAYANAN,Apa itu Instant Cash?,Instant Cash adalah produk pinjaman dana tunai tanpa agunan untuk individu. Pelunasan dapat Anda lakukan di kemudian hari sesuai dengan pilihan jangka waktu 1/3/6/12 bulan yang Anda pilih.
LAYANAN,Bagaimana cara untuk melakukan penarikan dana Instant Cash?,"Untuk melakukan pembukaan tabungan Allo Grow, Anda dapat mengikuti langkah berikut:

1. Pertama, Anda perlu login ke dalam aplikasi Allo Bank
2. Tekan tombol ""Instant Cash"" yang ada pada halaman Beranda
3. Masukkan Nominal Dana yang akan dicairkan dan Tenor yang diinginkan
4. Masukkan PIN Anda
5. Jika pengajuan Instant Cash Anda berhasil, dana akan ditransfer ke saldo Allo Prime"
LAYANAN,How to withdraw Instant Cash funds?,"To open an Allo Grow savings account, you can follow these steps:

1. First, you need to login to the Allo Bank application
2. Click the ""Instant Cash"" button on the homepage
3. Enter the Nominal Funds to be disbursed and the desired Tenor
4. Enter your PIN
5. If your Instant Cash application is successful, the funds will be transferred to your Allo Prime balance"
LAYANAN,Apakah saya bisa melakukan pembayaran pelunasan lebih cepat dari tanggal jatuh tempo untuk pinjaman Instant Cash yang saya ajukan?,"Anda dapat melakukan pembayaran Early Repayment Instant Cash satu hari (H+1) setelah berhasil melakukan transaksi, tanpa menunggu tanggal tagihan (billing) keluar"
LAYANAN,Bagaimana caranya jika saya ingin membatalkan pengajuan?,"Setelah Anda mengkonfirmasi persetujuan pengajuan pada proses peninjauan akhir pinjaman, Anda sudah tidak dapat membatalkan pengajuan.

Namun, Anda dapat melakukan pelunasan lebih cepat daripada tanggal jatuh tempo yang ditentukan."
LAYANAN,Apa saja keuntungan menggunakan Instant Cash?,Anda dapat melakukan penarikan tunai kapan pun dan dimanapun dengan tenor hingga 12 bulan
LAYANAN,Berapa besar limit dana yang dapat dicairkan?,"Saat ini, Allo Bank menawarkan pinjaman maksimal hingga Rp100.000.000"
LAYANAN,Berapa lama pengajuan pencairan saya diproses?,"Proses pengajuan pencairan Anda akan segera kami proses, Anda akan mendapatkan notifikasi jika pengajuan diterima dan dana akan langsung di transfer ke Saldo Allo Prime Anda"
LAYANAN,Bagaimana cara melihat tanggal jatuh tempo pinjaman?,"Setiap tanggal satu setiap bulan, Anda dapat melihat tagihan Instant Cash Anda."
LAYANAN,"Jika tanggal jatuh tempo jatuh pada hari libur, apakah pembayaran tetap bisa dilakukan?","Ya, Anda tetap bisa melakukan pembayaran meskipun tanggal jatuh tempo jatuh pada hari libur."
LAYANAN,Apakah saya akan mendapatkan notifikasi pada saat mendekati tanggal jatuh tempo?,Anda akan mendapatkan notifikasi sejak H-1 dan H-3 sebelum tagihan Anda jatuh tempo melalui Whatsapp dan Email yang terdaftar.
LAYANAN,Apakah saya dapat mengajukan lebih dari 1 (satu) pinjaman?,"Ya, Anda dapat melakukan pengajuan lebih dari 1 (satu) pinjaman selama Limit Instant Cash Anda tersedia"
LAYANAN,Mengapa sistem selalu error ketika saya ingin mengajukan pencairan dana?,"Kami meminta maaf atas ketidaknyaman ini, tapi jangan khawatir Anda dapat mencoba lagi dengan cara:
1. Keluar dari aplikasi Allo Bank
2. Login kembali dan kembali tekan banner Allo PayLater pada halaman Beranda aplikasi Allo Bank"
LAYANAN,Apakah jumlah pencairan bisa ditingkatkan?,"Anda dapat meningkatkan limit pinjaman/jumlah pencairan dan mendapatkan penawaran limit menarik lainnya yang diberikan oleh Allo Bank dengan cara menjaga kredibilitas pinjaman, seperti melakukan pembayaran tepat waktu."
LAYANAN,Berapa bunga deposito yang ditawarkan oleh Allo Bank?,"Per tanggal 13/02/2023 tingkat suku bunga deposito tertinggi yang ditawarkan adalah 6,00% per tahun untuk tenor 3/6/12/24 bulan dan nominal deposito Rp1.000.000.000,-.

Selengkapnya, Anda dapat melihat detail terkait hal ini melalui https://www.allobank.com/rate-limit-fees"
LAYANAN,Bagaimana cara untuk menempatkan Deposito di Allo Bank?,"Untuk menempatkan Deposito di Allo Bank, Anda dapat mengikuti langkah berikut:

1. Pastikan Anda sudah memperbarui akun Allo Bank Anda ke Allo Prime
2. Anda dapat melakukan Top Up Saldosaldo terlebih dahulu dan memastikan saldo yang ingin ditempatkan di Deposito Allo Bank sudah tersedia di aplikasi Allo Bank Anda
2. Anda dapat mengetuk tombol “Deposito” di halaman Home.
3.Tekan tombol “Buka Deposito Baru”
4. Masukkan Nominal Dana, Tenor, dan Opsi Perpanjangan yang diinginkan
5. Pastikan Anda telah membaca, mengerti dan menyetujui terhadap Syarat dan Ketentuan pembukaan Deposito
6. Kemudian tekan tombol ""Lanjutkan""
7. Masukkan PIN dan penempatan dana Deposito Anda berhasil dilakukan"
LAYANAN,Berapa saldo minimal yang dibutuhkan untuk membuka Deposito di Allo Bank?,"Saldo minimal untuk Anda bisa lakukan pembukaan produk Deposito adalah sebesar Rp 1.000.000,00 (satu juta rupiah)"
LAYANAN,Berapa banyak rekening deposito yang bisa saya buat?,Nasabah dapat memiliki lebih dari satu rekening Deposito di periode yang sama tanpa dibatasi
LAYANAN,Apakah Deposito Allo bank dijamin oleh LPS?,"Seluruh dana Anda yang tempatkan di Bank yang melebihi maksimum nilai simpanan dana/atau tingkat suku bunga yang dijamin LPS, tidak termasuk dalam program LPS.

Informasi lebih lanjut mengenai bunga Allo Bank dan nilai penjaminan LPS dapat dibaca di halaman berikut:
https://www.allobank.com/rate-limit-fees"
LAYANAN,Apa saja pilihan jenis perpanjangan deposito di Allo Bank?,"Allo Bank menyediakan berbagai jenis perpanjangan deposito ketika jatuh tempo, baik itu opsi perpanjangan otomatis (ARO) atau non-otomatis (Non ARO). Tiga instruksi jatuh tempo yang dapat Anda pilih adalah:
1. Perpanjangan Otomatis (Pokok + Bunga): Nilai pokok dan bunga deposito akan otomatis diperpanjang dengan jangka waktu yang sama.
2. Perpanjangan Otomatis (Pokok): Nilai pokok deposito akan otomatis diperpanjang dengan jangka waktu yang sama. Sedangkan bunga akan dikirimkan ke saldo tabungan Anda.
3. Tidak Diperpanjang: Nilai pokok dan bunga akan otomatis dikirimkan ke saldo tabungan Anda saat jatuh tempo."
LAYANAN,Berapa jangka waktu/tenor yang disediakan untuk Deposito di Allo Bank,Anda dapat memilih tenor mulai dari 1 Bulan hingga 12 Bulan
LAYANAN,Apakah saya bisa mencairkan deposito sebelum jatuh tempo?,"Anda dapat mencairkan deposito yang Anda miliki di Allo Bank sebelum tanggal jatuh tempo rekening deposito tersebut. Berikut adalah cara untuk melakukan pencairan deposito sebelum tanggal jatuh tempo:
1. Buka Allo App Anda
2. Masuk menggunakan nomor HP dan password akun Anda
3. Pilih menu Deposito
4. Pilih rekening Deposito yang ingin Anda cairkan sebelum tanggal jatuh tempo
5. Pilih menu Cairkan Deposito
6. Lakukan konfirmasi pencairan deposito sebelum tanggal jatuh tempo
7. Masukkan PIN Anda
8. Jika verifikasi PIN berhasil, saldo rekening deposito tersebut akan dicairkan ke rekening Allo Prime Anda.

Sebagai catatan, jika Anda mengikuti program dan/atau acara yang diselenggarakan oleh Allo Bank yang mewajibkan Anda untuk menahan saldo deposito tersebut, maka Anda tidak dapat mencairkan saldo deposito tersebut hingga tanggal jatuh tempo. Untuk informasi lebih lanjut, Anda dapat mengecek syarat dan ketentuan dari setiap program dan/atau acara yang diselenggarakan."
LAYANAN,Apakah saya bisa menambahkan dana untuk Deposito yang telah dibuka di aplikasi Allo Bank?,"Anda tidak dapat menambahkan dana ke Deposito yang telah dibuka, tetapi Anda dapat membuka Deposito baru."
LAYANAN,Bagaimana cara mengubah instruksi perpanjangan deposito saya?,"Anda dapat mengubah instruksi deposito secara mandiri sebanyak 5 kali, dengan mengikuti langkah berikut:
1. Tekan tombol ""Deposit"".
2.Pilih deposito yang yang ingin diubah pada daftar ""My Deposit"".
3. Ubah instruksi deposito sesuai keinginan Anda.

Anda dapat melakukan perubahan instruksi perpanjangan deposito paling lambat H-1 sebelum tanggal jatuh tempo melalui aplikasi Allo Bank"
LAYANAN,Bagaimana cara melakukan perpanjangan Deposito?,"Untuk melakukan perpanjangan Deposito di Allo Bank, Anda dapat mengikuti langkah berikut:

1. Pastikan Anda sudah upgrade akun Allo Bank Anda ke Allo Prime
2. Anda dapat melakukan Top Up Saldosaldo terlebih dahulu dan memastikan saldo yang ingin ditempatkan di Deposito Allo Bank sudah tersedia di aplikasi Allo Bank Anda
2. Anda dapat mengetuk tombol “Deposito” di halaman Home.
3.Tekan tombol “Buka Deposito Baru”
4. Masukkan Nominal Dana, Tenor, dan Opsi Perpanjangan yang diinginkan
5. Pastikan Anda telah membaca, mengerti dan menyetujui terhadap Syarat dan Ketentuan pembukaan Deposito
6. Kemudian tekan tombol ""Lanjutkan""
7. Masukkan PIN dan perpanjangan dana Deposito Anda berhasil dilakukan"
LAYANAN,Apakah ada pajak untuk deposito di Allo Bank?,"Ada, pajak deposito sebesar 20% akan dikenakan kepada nasabah yang memiliki Total Saldo di Allo Bank sebanyak >= Rp7.500.000,-.

Total Saldo = Saldo Allo Prime + Saldo di Deposito Allo Bank"
LAYANAN,Bagaimana cara saya menutup Deposito di Allo Bank?,"Anda dapat mencairkan deposito yang Anda miliki di Allo Bank sebelum tanggal jatuh tempo rekening deposito tersebut. Berikut adalah cara untuk melakukan pencairan deposito sebelum tanggal jatuh tempo:
1. Buka Allo App Anda
2. Masuk menggunakan nomor HP dan password akun Anda
3. Pilih menu Deposito
4. Pilih rekening Deposito yang ingin Anda cairkan sebelum tanggal jatuh tempo
5. Pilih menu Cairkan Deposito
6. Lakukan konfirmasi pencairan deposito sebelum tanggal jatuh tempo
7. Masukkan PIN Anda
8. Jika verifikasi PIN berhasil, saldo rekening deposito tersebut akan dicairkan ke rekening Allo Prime Anda.

Sebagai catatan, jika Anda mengikuti program dan/atau acara yang diselenggarakan oleh Allo Bank yang mewajibkan Anda untuk menahan saldo deposito tersebut, maka Anda tidak dapat mencairkan saldo deposito tersebut hingga tanggal jatuh tempo. Untuk informasi lebih lanjut, Anda dapat mengecek syarat dan ketentuan dari setiap program dan/atau acara yang diselenggarakan."
LAYANAN,Bagaimana cara pencairan Deposito saat jatuh tempo di Allo Bank?,Pencairan Deposito akan dilakukan secara otomatis oleh sistem pada tanggal jatuh tempo sesuai instruksi Anda
LAYANAN,Bagaimana cara melakukan transfer ke sesama rekening Allo Bank?,"Anda dapat melakukan Transfer ke sesama akun Allo Bank dengan mengikuti langkah berikut :

1. Tekan tombol ""Transfer""
2. Lalu tekan tombol ""Sesama Allo Bank""
3. Masukkan nomor rekening tujuan dan klik ""Lanjutkan""
4. Masukkan nominal transfer dan klik ""Lanjutkan""
5. Masukkan pesan (opsional)
6. Periksa kembali detail transfer yang akan dilakukan kemudian tekan tombol ""Transfer""
7. Masukkan PIN Anda
8. Transfer telah selesai dan resi akan ditampilkan
9. Kemudian, tekan tombol ""Selesai"" untuk mengakhiri proses transfer yang dilakukan"
LAYANAN,Bagaimana cara melakukan transfer ke rekening bank lain?,"""Anda dapat melakukan Transfer ke Rekening Bank dengan ikuti langkah berikut : 1. Tekan tombol """"Transfer"""" 2. Lalu tekan tombol """"Bank Lain"""" 3. Pilih Nama Bank pada kolom Bank Tujuan 4. Masukkan nomor rekening tujuan dan klik """"Lanjutkan"""" 5. Masukkan nominal transfer dan klik """"Lanjutkan"""" 6. Pilih metode transfer yang ingin digunakan (BI Fast atau Real Time Online (RTOL)) kemudian tekan tombol """"Lanjutkan"""" *untuk transfer ke Bank Mega atau Bank Mega Syariah tersedia juga metode transfer Mega Net. 7. Masukkan pesan (opsional) 8. Periksa kembali detail transfer yang akan dilakukan kemudian tekan tombol """"Transfer"""" 9. Masukkan PIN Anda 10. Transfer telah selesai dan resi akan ditampilkan, 11. Kemudian, tekan tombol """"Selesai"""" untuk mengakhiri proses transfer yang dilakukan"""
LAYANAN,Apakah ada biaya transfer ke sesama rekening Allo Bank?,Tidak ada biaya transfer yang dikenakan untuk transaksi ke sesama rekening Allo Bank.
LAYANAN,Opsi transfer apa saja yang dapat digunakan untuk mengirimkan saldo dari bank lain ke Allo Bank dan sebaliknya?,"Allo Bank mendukung transfer masuk melalui RTOL (Real Time Online), BI-FAST, SKN, & RTGS dan transfer keluar melalui opsi transfer via RTOL (Real Time Online) & BI-FAST."
LAYANAN,Apakah ada biaya transfer ke rekening bank lain menggunakan Allo Bank?,"Metode transfer yang Anda pilih mempengaruhi biaya transfer. Jika Anda menggunakan metode transfer BI-FAST, Anda bebas dari biaya transfer. Namun jika Anda menggunakan metode transfer Real Time (RTOL), ada biaya transfer sebesar Rp6.500,-."
LAYANAN,Berapakah biaya transfer yang dikenakan apabila menggunakan metode transfer BI-FAST?,"Biaya Transfer, Limit Transaksi, Limit Transaksi Harian untuk metode transfer BI-Fast

Biaya Transfer: Rp2.500 Gratis
Limit Transaksi : Rp 250.000.000
Limit Transaksi harian: Rp 1.000.000.000

*Akan Request table dari Tim Product*"
LAYANAN,Berapakah biaya transfer yang dikenakan apabila menggunakan metode transfer Real Time Online (RTOL)?,"""Biaya Transfer, Limit Transaksi, Limit Transaksi Harian untuk metode transfer RTOL (Real Time Online) Biaya Transfer: Rp6.500 Limit Transaksi : Rp 50.000.000 Limit Transaksi harian: Rp 100.000.000 *Akan Request table dari Tim Product*"""
LAYANAN,Apakah saya bisa melakukan transfer ke luar negeri dengan akun Allo Bank?,"Mohon maaf, saat ini Anda hanya bisa melakukan transfer di Indonesia."
LAYANAN,Apa yang harus saya lakukan jika saya sudah melakukan transfer namun Penerima belum menerima dananya?,"Tidak perlu khawatir, Anda dapat menghubungi Allo Care kami untuk melakukan laporan melalui:
Telepon: 080 4110 4110
Email: allocare@allobank.com

Selanjutnya, apabila laporan sudah diterima akan dilakukan investigasi lebih lanjut. Proses pengembalian dana ke rekening Anda maksimal ** Hari Kerja."
LAYANAN,Mengapa aplikasi saya tidak merespon setelah memasukkan PIN ketika sedang melakukan transfer?,"Pastikan Anda terhubung dengan jaringan internet yang stabil. Jika masalah masih terjadi, Anda dapat menghubungi Allo Care kami untuk melakukan laporan melalui:
Telepon: 080 4110 4110
Email: allocare@allobank.com"
LAYANAN,Mengapa saya tidak mendapatkan bukti bahwa transaksi saya telah berhasil melalui aplikasi dan email?,"""Pastikan email yang didaftarkan telah sesuai. Jika masalah masih terjadi, Anda dapat menghubungi Allo Care kami untuk melakukan laporan melalui: Telepon: 080 4110 4110 Email: allocare@allobank.com"""
